,Customer ID,recency,frequency,monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_SCORE,Segment
65,12427.0,23,3,623.65,4,3,3,433,Potential loyalists
66,12428.0,27,9,6553.16,4,5,5,455,Loyal customers
67,12429.0,10,4,3050.5800000000004,5,4,5,545,Champions
68,12430.0,44,1,205.0,3,1,1,311,At Risk
69,12431.0,37,15,5972.08,3,5,5,355,Loyal customers
70,12432.0,44,4,3974.4200000000005,3,4,5,345,Loyal customers
71,12433.0,2,7,11725.960000000001,5,5,5,555,Champions
72,12434.0,86,2,711.8499999999999,2,2,3,223,At Risk
73,12435.0,81,2,7126.09,2,2,5,225,Long time big buy
74,12436.0,101,1,371.86000000000007,2,1,2,212,At Risk
75,12437.0,3,18,4228.07,5,5,5,555,Champions
76,12438.0,15,2,2115.55,5,2,5,525,Potential loyalists
77,12441.0,368,1,155.55,1,1,1,111,Hibernating
78,12442.0,4,1,144.06,5,1,1,511,New customers
79,12444.0,22,5,3660.5599999999995,4,4,5,445,Loyal customers
80,12445.0,23,1,60.0,4,1,1,411,Promising small money
81,12446.0,59,1,791.39,3,1,3,313,At Risk
82,12447.0,244,1,431.49,1,1,2,112,Hibernating
83,12448.0,45,1,365.4500000000001,3,1,2,312,At Risk
84,12449.0,23,4,3194.6099999999997,4,4,5,445,Loyal customers
85,12450.0,157,2,100.08,2,2,1,221,At Risk
86,12451.0,12,5,8240.78,5,4,5,545,Champions
87,12452.0,18,1,315.37,4,1,2,412,Promising small money
88,12453.0,135,1,614.15,2,1,3,213,At Risk
89,12454.0,57,1,2660.6200000000003,3,1,5,315,At Risk
90,12455.0,74,5,1796.7200000000003,2,4,4,244,Normal Customer
91,12456.0,45,3,2295.22,3,3,5,335,Potential loyalists
92,12457.0,67,6,1833.0299999999997,3,5,5,355,Loyal customers
93,12458.0,72,2,771.6000000000001,3,2,3,323,Potential loyalists
94,12461.0,156,1,616.6800000000001,2,1,3,213,At Risk
95,12462.0,20,2,859.8900000000001,4,2,4,424,Potential loyalists
96,12463.0,54,4,1054.84,3,4,4,344,Loyal customers
97,12464.0,11,8,667.0,5,5,3,553,Need attention
98,12465.0,18,2,655.3900000000001,4,2,3,423,Potential loyalists
99,12468.0,189,2,578.29,1,2,3,123,Hibernating
100,12471.0,3,28,16164.15,5,5,5,555,Champions
101,12472.0,33,7,5391.29,4,5,5,455,Loyal customers
102,12473.0,30,5,3378.17,4,4,5,445,Loyal customers
103,12474.0,18,18,6122.85,4,5,5,455,Loyal customers
104,12475.0,55,1,572.78,3,1,3,313,At Risk
105,12476.0,17,10,4834.2,4,5,5,455,Loyal customers
106,12477.0,24,6,12517.66,4,5,5,455,Loyal customers
107,12478.0,5,1,447.7900000000001,5,1,3,513,New customers
108,12479.0,12,1,453.20000000000005,5,1,3,513,New customers
109,12480.0,29,4,2551.6499999999996,4,4,5,445,Loyal customers
110,12481.0,24,10,3908.4000000000005,4,5,5,455,Loyal customers
111,12483.0,18,8,1682.3799999999999,4,5,4,454,Loyal customers
112,12484.0,36,4,3663.4400000000005,3,4,5,345,Loyal customers
113,12488.0,11,3,1171.6600000000003,5,3,4,534,Potential loyalists
114,12489.0,337,1,298.93,1,1,2,112,Hibernating
115,12490.0,6,10,4405.7300000000005,5,5,5,555,Champions
116,12491.0,40,1,348.00000000000006,3,1,2,312,At Risk
117,12492.0,64,2,197.20999999999998,3,2,1,321,At Risk
118,12493.0,167,2,349.74,2,2,2,222,At Risk
119,12494.0,17,7,860.66,4,5,4,454,Loyal customers
120,12497.0,83,1,744.0,2,1,3,213,At Risk
121,12498.0,22,3,349.7,4,3,2,432,Normal Customer
122,12500.0,24,11,3466.9000000000005,4,5,5,455,Loyal customers
123,12501.0,338,1,1825.87,1,1,5,115,Long time big buy
124,12502.0,97,5,2789.02,2,4,5,245,Normal Customer
125,12504.0,19,2,316.09999999999997,4,2,2,422,Promising small money
126,12506.0,234,1,72.65,1,1,1,111,Hibernating
127,12507.0,135,3,981.7099999999999,2,3,4,234,Normal Customer
128,12508.0,27,2,369.49,4,2,2,422,Promising small money
129,12509.0,285,1,158.5,1,1,1,111,Hibernating
130,12510.0,144,2,794.77,2,2,3,223,At Risk
131,12512.0,67,2,120.88000000000001,3,2,1,321,At Risk
132,12513.0,114,1,541.79,2,1,3,213,At Risk
133,12514.0,268,1,966.68,1,1,4,114,Long time big buy
134,12515.0,354,1,278.7,1,1,2,112,Hibernating
135,12516.0,79,2,1142.6599999999999,2,2,4,224,Long time big buy
136,12517.0,29,4,2165.31,4,4,5,445,Loyal customers
137,12518.0,2,5,1598.17,5,4,4,544,Champions
138,12519.0,65,1,271.84,3,1,2,312,At Risk
139,12520.0,80,5,2086.84,2,4,5,245,Normal Customer
140,12521.0,144,1,469.84,2,1,3,213,At Risk
141,12522.0,40,2,156.72000000000003,3,2,1,321,At Risk
142,12523.0,20,11,1433.8700000000001,4,5,4,454,Loyal customers
143,12524.0,10,8,3591.7400000000002,5,5,5,555,Champions
144,12526.0,2,3,1053.76,5,3,4,534,Potential loyalists
145,12527.0,83,3,330.71,2,3,2,232,Normal Customer
146,12528.0,10,6,1508.2299999999998,5,5,4,554,Champions
147,12530.0,61,4,1326.94,3,4,4,344,Loyal customers
148,12531.0,16,1,125.22,4,1,1,411,Promising small money
149,12532.0,31,1,298.83,4,1,2,412,Promising small money
150,12534.0,132,1,910.98,2,1,4,214,Long time big buy
151,12535.0,93,2,686.3499999999999,2,2,3,223,At Risk
152,12536.0,44,3,12373.44,3,3,5,335,Potential loyalists
153,12538.0,30,1,284.75,4,1,2,412,Promising small money
154,12539.0,23,4,5263.7,4,4,5,445,Loyal customers
155,12540.0,21,17,10653.16,4,5,5,455,Loyal customers
156,12541.0,31,3,742.1800000000002,4,3,3,433,Potential loyalists
157,12544.0,37,1,291.8,3,1,2,312,At Risk
158,12545.0,76,2,804.7899999999998,2,2,3,223,At Risk
159,12546.0,48,2,988.3000000000001,3,2,4,324,Potential loyalists
160,12547.0,199,2,151.8,1,2,1,121,Hibernating
161,12548.0,167,1,67.19999999999999,2,1,1,211,At Risk
162,12550.0,80,1,778.6799999999998,2,1,3,213,At Risk
163,12551.0,359,1,148.5,1,1,1,111,Hibernating
164,12552.0,41,1,298.02,3,1,2,312,At Risk
165,12553.0,9,9,2876.08,5,5,5,555,Champions
166,12556.0,51,2,480.12999999999994,3,2,3,323,Potential loyalists
167,12557.0,17,4,1821.26,4,4,4,444,Loyal customers
168,12558.0,9,1,201.92000000000002,5,1,1,511,New customers
169,12559.0,312,2,492.71,1,2,3,123,Hibernating
170,12560.0,6,2,1621.16,5,2,4,524,Potential loyalists
171,12561.0,304,1,238.85,1,1,2,112,Hibernating
172,12562.0,9,7,2960.84,5,5,5,555,Champions
173,12564.0,262,1,386.4,1,1,2,112,Hibernating
174,12565.0,290,1,145.92000000000002,1,1,1,111,Hibernating
175,12566.0,87,1,249.45000000000002,2,1,2,212,At Risk
176,12567.0,24,10,7841.820000000001,4,5,5,455,Loyal customers
177,12569.0,3,31,2830.66,5,5,5,555,Champions
178,12571.0,41,2,509.41,3,2,3,323,Potential loyalists
179,12572.0,10,2,868.4399999999999,5,2,4,524,Potential loyalists
180,12573.0,228,1,125.65,1,1,1,111,Hibernating
181,12574.0,317,1,182.45000000000002,1,1,1,111,Hibernating
182,12576.0,37,5,1234.83,3,4,4,344,Loyal customers
183,12577.0,36,3,599.53,3,3,3,333,Potential loyalists
184,12578.0,22,2,2166.8100000000004,4,2,5,425,Potential loyalists
185,12579.0,79,1,375.91999999999996,2,1,2,212,At Risk
186,12580.0,248,1,340.09999999999997,1,1,2,112,Hibernating
187,12581.0,41,1,179.70999999999998,3,1,1,311,At Risk
188,12582.0,240,2,337.8399999999999,1,2,2,122,Hibernating
189,12583.0,4,15,5835.04,5,5,5,555,Champions
190,12584.0,5,9,1891.2,5,5,5,555,Champions
191,12585.0,235,2,1588.3999999999996,1,2,4,124,Long time big buy
192,12586.0,18,1,179.24,4,1,1,411,Promising small money
193,12587.0,9,1,104.0,5,1,1,511,New customers
194,12588.0,40,1,174.89999999999998,3,1,1,311,At Risk
195,12589.0,30,2,552.08,4,2,3,423,Potential loyalists
196,12590.0,212,1,8022.46,1,1,5,115,Long time big buy
197,12591.0,318,1,343.5999999999999,1,1,2,112,Hibernating
198,12592.0,93,2,378.2,2,2,2,222,At Risk
199,12593.0,110,3,382.0999999999999,2,3,2,232,Normal Customer
200,12594.0,39,9,2903.120000000001,3,5,5,355,Loyal customers
201,12596.0,52,2,424.27,3,2,2,322,At Risk
202,12597.0,20,4,2750.33,4,4,5,445,Loyal customers
203,12598.0,11,7,2537.48,5,5,5,555,Champions
204,12599.0,30,7,843.5800000000003,4,5,4,454,Loyal customers
205,12600.0,30,10,2292.32,4,5,5,455,Loyal customers
206,12601.0,191,5,487.05999999999995,1,4,3,143,Normal Customer
207,12602.0,60,1,127.72000000000001,3,1,1,311,At Risk
208,12603.0,23,1,613.1999999999999,4,1,3,413,Promising big money
209,12604.0,80,2,236.17999999999995,2,2,2,222,At Risk
210,12607.0,61,1,1444.6100000000001,3,1,4,314,At Risk
211,12609.0,79,3,889.2500000000001,2,3,4,234,Normal Customer
212,12610.0,24,4,1521.94,4,4,4,444,Loyal customers
213,12611.0,53,1,1118.7300000000002,3,1,4,314,At Risk
214,12612.0,75,1,668.04,2,1,3,213,At Risk
215,12613.0,58,4,2769.31,3,4,5,345,Loyal customers
216,12614.0,279,1,300.59999999999997,1,1,2,112,Hibernating
217,12615.0,3,4,2008.0299999999997,5,4,5,545,Champions
218,12616.0,96,2,631.3,2,2,3,223,At Risk
219,12617.0,30,1,343.93000000000006,4,1,2,412,Promising small money
220,12618.0,23,1,127.11000000000001,4,1,1,411,Promising small money
221,12619.0,17,9,2975.7400000000002,4,5,5,455,Loyal customers
222,12620.0,16,3,1118.45,4,3,4,434,Potential loyalists
223,12621.0,3,19,11322.55,5,5,5,555,Champions
224,12622.0,233,1,151.89999999999998,1,1,1,111,Hibernating
225,12623.0,277,1,249.3,1,1,2,112,Hibernating
226,12624.0,107,2,528.93,2,2,3,223,At Risk
227,12625.0,213,2,2022.28,1,2,5,125,Long time big buy
228,12626.0,24,9,5535.82,4,5,5,455,Loyal customers
229,12627.0,12,6,3585.2800000000007,5,5,5,555,Champions
230,12628.0,5,3,649.48,5,3,3,533,Potential loyalists
231,12630.0,11,2,947.7800000000001,5,2,4,524,Potential loyalists
232,12631.0,58,1,266.16,3,1,2,312,At Risk
233,12633.0,60,4,1646.3600000000001,3,4,4,344,Loyal customers
234,12635.0,91,2,1280.2800000000002,2,2,4,224,Long time big buy
235,12637.0,68,8,5521.33,3,5,5,355,Loyal customers
236,12638.0,34,1,498.49,4,1,3,413,Promising big money
237,12639.0,240,1,323.05,1,1,2,112,Hibernating
238,12640.0,25,3,912.83,4,3,4,434,Potential loyalists
239,12641.0,116,1,130.6,2,1,1,211,At Risk
240,12642.0,26,3,905.2599999999999,4,3,4,434,Potential loyalists
241,12643.0,129,6,3041.64,2,5,5,255,Normal Customer
242,12644.0,131,1,404.96000000000004,2,1,2,212,At Risk
243,12645.0,35,4,1552.18,3,4,4,344,Loyal customers
244,12646.0,6,2,1109.53,5,2,4,524,Potential loyalists
245,12647.0,23,12,2717.67,4,5,5,455,Loyal customers
246,12648.0,156,1,266.85,2,1,2,212,At Risk
247,12649.0,108,3,536.66,2,3,3,233,Normal Customer
248,12650.0,4,1,242.44,5,1,2,512,New customers
249,12651.0,336,1,103.80000000000001,1,1,1,111,Hibernating
250,12652.0,332,1,758.5799999999999,1,1,3,113,Hibernating
251,12653.0,150,2,1799.9299999999998,2,2,4,224,Long time big buy
252,12654.0,12,5,492.28,5,4,3,543,Need attention
253,12656.0,18,5,3220.67,4,4,5,445,Loyal customers
254,12657.0,12,4,1327.28,5,4,4,544,Champions
255,12658.0,20,1,551.2499999999999,4,1,3,413,Promising big money
256,12659.0,31,1,58.68,4,1,1,411,Promising small money
257,12660.0,12,1,227.10000000000002,5,1,2,512,New customers
258,12662.0,2,11,3266.3599999999997,5,5,5,555,Champions
259,12664.0,88,2,85.5,2,2,1,221,At Risk
260,12665.0,326,1,15.0,1,1,1,111,Hibernating
261,12667.0,59,1,432.2300000000001,3,1,2,312,At Risk
262,12668.0,13,4,2826.29,5,4,5,545,Champions
263,12669.0,152,3,2502.2300000000005,2,3,5,235,Normal Customer
264,12670.0,11,5,2532.5499999999997,5,4,5,545,Champions
265,12672.0,331,1,225.9,1,1,2,112,Hibernating
266,12673.0,6,2,566.02,5,2,3,523,Potential loyalists
267,12674.0,40,4,1597.1000000000001,3,4,4,344,Loyal customers
268,12676.0,26,6,1091.39,4,5,4,454,Loyal customers
269,12678.0,44,9,13390.96,3,5,5,355,Loyal customers
270,12679.0,285,1,625.54,1,1,3,113,Hibernating
271,12680.0,2,4,724.4100000000001,5,4,3,543,Need attention
272,12681.0,16,22,11492.06,4,5,5,455,Loyal customers
273,12682.0,5,31,9662.34,5,5,5,555,Champions
274,12683.0,5,13,6831.91,5,5,5,555,Champions
275,12684.0,9,7,2067.23,5,5,5,555,Champions
276,12685.0,29,6,2200.14,4,5,5,455,Loyal customers
277,12686.0,373,1,71.14,1,1,1,111,Hibernating
278,12688.0,115,1,4564.32,2,1,5,215,Long time big buy
279,12689.0,27,2,1043.11,4,2,4,424,Potential loyalists
280,12690.0,207,1,318.51000000000005,1,1,2,112,Hibernating
281,12691.0,29,5,652.2,4,4,3,443,Need attention
282,12693.0,128,4,620.91,2,4,3,243,Normal Customer
283,12694.0,71,2,761.67,3,2,3,323,Potential loyalists
284,12695.0,8,4,552.4,5,4,3,543,Need attention
285,12697.0,30,3,655.2,4,3,3,433,Potential loyalists
286,12700.0,9,4,3852.0700000000006,5,4,5,545,Champions
287,12701.0,81,2,648.65,2,2,3,223,At Risk
288,12702.0,21,1,201.0,4,1,1,411,Promising small money
289,12703.0,72,1,250.7,3,1,2,312,At Risk
290,12704.0,8,8,1651.36,5,5,4,554,Champions
291,12705.0,16,8,6082.57,4,5,5,455,Loyal customers
292,12707.0,293,1,585.72,1,1,3,113,Hibernating
293,12708.0,31,10,2237.91,4,5,5,455,Loyal customers
294,12709.0,16,15,9076.529999999999,4,5,5,455,Loyal customers
295,12710.0,98,3,942.8200000000002,2,3,4,234,Normal Customer
296,12712.0,30,13,3753.43,4,5,5,455,Loyal customers
297,12713.0,2,1,597.7600000000001,5,1,3,513,New customers
298,12714.0,10,5,3862.5600000000004,5,4,5,545,Champions
299,12715.0,107,1,263.65999999999997,2,1,2,212,At Risk
300,12716.0,5,2,925.07,5,2,4,524,Potential loyalists
301,12717.0,152,2,786.22,2,2,3,223,At Risk
302,12718.0,72,1,184.85000000000002,3,1,1,311,At Risk
303,12719.0,6,2,545.95,5,2,3,523,Potential loyalists
304,12720.0,4,24,4630.39,5,5,5,555,Champions
305,12721.0,33,6,2119.8900000000003,4,5,5,455,Loyal customers
306,12722.0,86,4,818.5900000000001,2,4,3,243,Normal Customer
307,12723.0,5,5,615.12,5,4,3,543,Need attention
308,12724.0,6,4,683.0099999999999,5,4,3,543,Need attention
309,12725.0,372,1,371.79999999999995,1,1,2,112,Hibernating
310,12726.0,29,7,2376.0,4,5,5,455,Loyal customers
311,12727.0,12,7,3284.98,5,5,5,555,Champions
312,12728.0,72,4,658.1299999999999,3,4,3,343,Need attention
313,12729.0,115,1,383.81000000000006,2,1,2,212,At Risk
314,12731.0,25,12,18386.629999999997,4,5,5,455,Loyal customers
315,12732.0,181,1,138.34000000000003,1,1,1,111,Hibernating
316,12733.0,235,1,339.40000000000003,1,1,2,112,Hibernating
317,12734.0,354,1,102.0,1,1,1,111,Hibernating
318,12735.0,316,2,649.2699999999999,1,2,3,123,Hibernating
319,12736.0,334,1,144.0,1,1,1,111,Hibernating
320,12738.0,373,1,104.0,1,1,1,111,Hibernating
321,12739.0,100,1,919.7399999999999,2,1,4,214,Long time big buy
322,12740.0,65,1,394.4,3,1,2,312,At Risk
323,12743.0,135,2,511.57,2,2,3,223,At Risk
324,12744.0,53,7,19970.030000000002,3,5,5,355,Loyal customers
325,12747.0,3,11,3960.6300000000006,5,5,5,555,Champions
326,12748.0,2,209,30757.510000000002,5,5,5,555,Champions
327,12749.0,5,5,3535.4700000000003,5,4,5,545,Champions
328,12750.0,130,1,240.48000000000002,2,1,2,212,At Risk
329,12752.0,82,1,3103.379999999999,2,1,5,215,Long time big buy
330,12753.0,24,6,19551.550000000003,4,5,5,455,Loyal customers
331,12754.0,237,3,3005.9700000000003,1,3,5,135,Normal Customer
332,12755.0,282,2,3811.9499999999994,1,2,5,125,Long time big buy
333,12756.0,88,1,112.08000000000001,2,1,1,211,At Risk
334,12757.0,17,12,7006.4,4,5,5,455,Loyal customers
335,12758.0,118,2,2318.39,2,2,5,225,Long time big buy
336,12759.0,53,3,1213.24,3,3,4,334,Potential loyalists
337,12762.0,9,2,1547.1200000000001,5,2,4,524,Potential loyalists
338,12763.0,139,2,494.08000000000004,2,2,3,223,At Risk
339,12764.0,318,1,1668.68,1,1,4,114,Long time big buy
340,12766.0,5,7,5957.43,5,5,5,555,Champions
341,12769.0,240,1,1143.6,1,1,4,114,Long time big buy
342,12770.0,212,1,1268.9499999999998,1,1,4,114,Long time big buy
343,12772.0,61,1,690.27,3,1,3,313,At Risk
344,12775.0,18,5,1072.57,4,4,4,444,Loyal customers
345,12778.0,21,6,645.53,4,5,3,453,Need attention
346,12779.0,39,8,3730.08,3,5,5,355,Loyal customers
347,12781.0,65,2,746.9,3,2,3,323,Potential loyalists
348,12782.0,6,5,1769.48,5,4,4,544,Champions
349,12783.0,3,6,1736.0299999999997,5,5,4,554,Champions
350,12784.0,16,1,420.77,4,1,2,412,Promising small money
351,12785.0,365,1,186.5,1,1,1,111,Hibernating
352,12787.0,11,3,397.86,5,3,2,532,Normal Customer
353,12789.0,66,1,76.85000000000001,3,1,1,311,At Risk
354,12790.0,193,1,294.9200000000001,1,1,2,112,Hibernating
355,12791.0,375,1,177.60000000000002,1,1,1,111,Hibernating
356,12792.0,258,1,324.74,1,1,2,112,Hibernating
357,12793.0,336,2,345.98,1,2,2,122,Hibernating
358,12794.0,54,2,785.11,3,2,3,323,Potential loyalists
359,12795.0,20,1,318.48,4,1,2,412,Promising small money
360,12797.0,367,1,226.03,1,1,2,112,Hibernating
361,12798.0,11,3,6977.04,5,3,5,535,Potential loyalists
362,12802.0,188,1,362.4799999999999,1,1,2,112,Hibernating
363,12808.0,38,3,422.45,3,3,2,332,Normal Customer
364,12809.0,179,1,357.9100000000001,2,1,2,212,At Risk
365,12811.0,263,2,422.84999999999997,1,2,2,122,Hibernating
366,12812.0,46,1,229.64,3,1,2,312,At Risk
367,12814.0,103,1,85.92,2,1,1,211,At Risk
368,12815.0,149,2,828.3599999999999,2,2,3,223,At Risk
369,12816.0,97,2,435.24999999999994,2,2,3,223,At Risk
370,12817.0,282,1,126.03999999999999,1,1,1,111,Hibernating
371,12818.0,263,1,809.6800000000001,1,1,3,113,Hibernating
372,12820.0,4,4,734.22,5,4,3,543,Need attention
373,12821.0,215,1,62.599999999999994,1,1,1,111,Hibernating
374,12822.0,72,2,884.18,3,2,4,324,Potential loyalists
375,12823.0,76,5,1759.5,2,4,4,244,Normal Customer
376,12824.0,61,1,324.84,3,1,2,312,At Risk
377,12826.0,4,7,1345.02,5,5,4,554,Champions
378,12827.0,7,3,430.15,5,3,2,532,Normal Customer
379,12828.0,4,6,970.11,5,5,4,554,Champions
380,12829.0,338,2,293.0,1,2,2,122,Hibernating
381,12830.0,39,6,6248.72,3,5,5,355,Loyal customers
382,12831.0,263,1,215.05,1,1,1,111,Hibernating
383,12832.0,33,2,306.88,4,2,2,422,Promising small money
384,12833.0,146,1,392.18,2,1,2,212,At Risk
385,12834.0,284,1,287.18,1,1,2,112,Hibernating
386,12836.0,60,4,2201.5,3,4,5,345,Loyal customers
387,12837.0,174,1,111.39999999999999,2,1,1,211,At Risk
388,12838.0,35,2,579.0799999999999,3,2,3,323,Potential loyalists
389,12839.0,4,14,4914.370000000001,5,5,5,555,Champions
390,12840.0,145,4,2446.17,2,4,5,245,Normal Customer
391,12841.0,6,25,3762.84,5,5,5,555,Champions
392,12842.0,71,2,816.5899999999999,3,2,3,323,Potential loyalists
393,12843.0,67,8,1518.95,3,5,4,354,Loyal customers
394,12844.0,30,2,283.48,4,2,2,422,Promising small money
395,12845.0,268,4,351.14,1,4,2,142,Normal Customer
396,12847.0,23,1,812.7099999999999,4,1,3,413,Promising big money
397,12849.0,32,2,885.54,4,2,4,424,Potential loyalists
398,12851.0,98,1,83.16,2,1,1,211,At Risk
399,12852.0,296,1,276.45,1,1,2,112,Hibernating
400,12853.0,136,6,1855.7,2,5,5,255,Normal Customer
401,12854.0,80,3,1233.5000000000002,2,3,4,234,Normal Customer
402,12855.0,374,1,27.900000000000002,1,1,1,111,Hibernating
403,12856.0,9,6,2000.4500000000003,5,5,5,555,Champions
404,12857.0,212,2,1071.0000000000002,1,2,4,124,Long time big buy
405,12863.0,53,1,449.20000000000005,3,1,3,313,At Risk
406,12864.0,139,1,147.12,2,1,1,211,At Risk
407,12865.0,27,2,1174.1299999999999,4,2,4,424,Potential loyalists
408,12866.0,284,1,467.92,1,1,3,113,Hibernating
409,12867.0,27,7,3369.84,4,5,5,455,Loyal customers
410,12868.0,187,6,1498.04,1,5,4,154,Normal Customer
411,12871.0,85,2,85.44,2,2,1,221,At Risk
412,12872.0,328,2,507.9700000000001,1,2,3,123,Hibernating
413,12873.0,283,1,374.0,1,1,2,112,Hibernating
414,12875.0,144,2,343.2300000000001,2,2,2,222,At Risk
415,12876.0,59,2,1997.9199999999996,3,2,5,325,Potential loyalists
416,12877.0,5,11,1182.2700000000002,5,5,4,554,Champions
417,12878.0,237,2,806.49,1,2,3,123,Hibernating
418,12879.0,46,3,573.22,3,3,3,333,Potential loyalists
419,12881.0,277,1,298.0,1,1,2,112,Hibernating
420,12882.0,10,2,1373.6399999999996,5,2,4,524,Potential loyalists
421,12883.0,26,4,480.89000000000004,4,4,3,443,Need attention
422,12884.0,89,1,309.05000000000007,2,1,2,212,At Risk
423,12885.0,64,3,961.02,3,3,4,334,Potential loyalists
424,12886.0,69,2,1262.55,3,2,4,324,Potential loyalists
425,12888.0,215,2,354.12,1,2,2,122,Hibernating
426,12890.0,25,1,290.89,4,1,2,412,Promising small money
427,12891.0,187,3,331.0,1,3,2,132,Normal Customer
428,12893.0,32,1,170.09,4,1,1,411,Promising small money
429,12895.0,43,2,372.8,3,2,2,322,At Risk
430,12897.0,206,2,186.8,1,2,1,121,Hibernating
431,12901.0,10,28,16262.539999999999,5,5,5,555,Champions
432,12902.0,266,1,121.72999999999999,1,1,1,111,Hibernating
433,12904.0,19,2,485.96,4,2,3,423,Potential loyalists
434,12906.0,13,5,2240.49,5,4,5,545,Champions
435,12908.0,177,2,750.0,2,2,3,223,At Risk
436,12909.0,41,5,1961.62,3,4,5,345,Loyal customers
437,12910.0,24,7,2800.8400000000006,4,5,5,455,Loyal customers
438,12912.0,4,5,1545.8999999999999,5,4,4,544,Champions
439,12913.0,6,5,2119.31,5,4,5,545,Champions
440,12915.0,150,2,363.65,2,2,2,222,At Risk
441,12916.0,140,4,2151.9999999999995,2,4,5,245,Normal Customer
442,12917.0,129,1,594.0,2,1,3,213,At Risk
443,12919.0,9,6,1262.3700000000001,5,5,4,554,Champions
444,12920.0,18,1,147.43,4,1,1,411,Promising small money
445,12921.0,10,36,12144.18,5,5,5,555,Champions
446,12922.0,162,1,405.38,2,1,2,212,At Risk
